Entry	Protein names	Gene names	Organism	Entry name
Q99PU5	Long-chain-fatty-acid--CoA ligase ACSBG1 (EC 6.2.1.3) (Acyl-CoA synthetase bubblegum family member 1) (mBG1) (Gonadotropin-regulated long chain acyl CoA synthetase) (GR-LACS) (Lipidosin)	Acsbg1 Kiaa0631 Lpd	Mus musculus (Mouse)	ACBG1_MOUSE
Q2XU92	Long-chain-fatty-acid--CoA ligase ACSBG2 (EC 6.2.1.3) (Acyl-CoA synthetase bubblegum family member 2) (Arachidonate--CoA ligase ACSBG2) (EC 6.2.1.15) (Bubblegum-related protein)	Acsbg2 Bgr	Mus musculus (Mouse)	ACBG2_MOUSE
Q6P1F6	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform (PP2A subunit B isoform B55-alpha) (PP2A subunit B isoform PR55-alpha) (PP2A subunit B isoform R2-alpha) (PP2A subunit B isoform alpha)	Ppp2r2a	Mus musculus (Mouse)	2ABA_MOUSE
Q09200	Beta-1,4 N-acetylgalactosaminyltransferase 1 (EC 2.4.1.92) ((N-acetylneuraminyl)-galactosylglucosylceramide) (GM2/GD2 synthase) (GalNAc-T)	B4galnt1 Galgt Galgt1 Ggm2	Mus musculus (Mouse)	B4GN1_MOUSE
Q7TSA3	B- and T-lymphocyte attenuator (B- and T-lymphocyte-associated protein) (CD antigen CD272)	Btla	Mus musculus (Mouse)	BTLA_MOUSE
Q6ZWR4	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B beta isoform (PP2A subunit B isoform B55-beta) (PP2A subunit B isoform PR55-beta) (PP2A subunit B isoform R2-beta) (PP2A subunit B isoform beta)	Ppp2r2b	Mus musculus (Mouse)	2ABB_MOUSE
Q99KI0	Aconitate hydratase, mitochondrial (Aconitase) (EC 4.2.1.3) (Citrate hydro-lyase)	Aco2	Mus musculus (Mouse)	ACON_MOUSE
P15535	Beta-1,4-galactosyltransferase 1 (Beta-1,4-GalTase 1) (Beta4Gal-T1) (b4Gal-T1) (EC 2.4.1.-) (Beta-N-acetylglucosaminyl-glycolipid beta-1,4-galactosyltransferase) (Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase) (EC 2.4.1.38) (Lactose synthase A protein) (EC 2.4.1.22) (N-acetyllactosamine synthase) (EC 2.4.1.90) (Nal synthase) (Neolactotriaosylceramide beta-1,4-galactosyltransferase) (EC 2.4.1.275) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 1) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 1) [Cleaved into: Processed beta-1,4-galactosyltransferase 1]	B4galt1 Ggtb Ggtb2	Mus musculus (Mouse)	B4GT1_MOUSE
Q91WA9	ATP-binding cassette subfamily G member 4 (EC 7.6.2.-) (ATP-binding cassette transporter White2)	Abcg4 White2	Mus musculus (Mouse)	ABCG4_MOUSE
Q8BG02	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B gamma isoform (PP2A subunit B isoform B55-gamma) (PP2A subunit B isoform PR55-gamma) (PP2A subunit B isoform R2-gamma) (PP2A subunit B isoform gamma)	Ppp2r2c	Mus musculus (Mouse)	2ABG_MOUSE
O55137	Acyl-coenzyme A thioesterase 1 (Acyl-CoA thioesterase 1) (EC 3.1.2.-) (CTE-I) (Inducible cytosolic acyl-coenzyme A thioester hydrolase) (Long chain acyl-CoA thioester hydrolase) (Long chain acyl-CoA hydrolase) (Palmitoyl-coenzyme A thioesterase) (EC 3.1.2.2)	Acot1 Cte1	Mus musculus (Mouse)	ACOT1_MOUSE
Q99PE8	ATP-binding cassette sub-family G member 5 (EC 7.6.2.-) (Sterolin-1)	Abcg5	Mus musculus (Mouse)	ABCG5_MOUSE
Q9QYR9	Acyl-coenzyme A thioesterase 2, mitochondrial (Acyl-CoA thioesterase 2) (EC 3.1.2.2) (Acyl coenzyme A thioester hydrolase) (MTE-I) (Very-long-chain acyl-CoA thioesterase)	Acot2 Mte1	Mus musculus (Mouse)	ACOT2_MOUSE
Q91YY2	Beta-1,4-galactosyltransferase 3 (Beta-1,4-GalTase 3) (Beta4Gal-T3) (b4Gal-T3) (EC 2.4.1.-) (Beta-N-acetylglucosaminyl-glycolipid beta-1,4-galactosyltransferase) (Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase) (EC 2.4.1.38) (N-acetyllactosamine synthase) (EC 2.4.1.90) (Nal synthase) (Neolactotriaosylceramide beta-1,4-galactosyltransferase) (EC 2.4.1.275) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 3) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 3)	B4galt3	Mus musculus (Mouse)	B4GT3_MOUSE
Q8BWN8	Peroxisomal succinyl-coenzyme A thioesterase (EC 3.1.2.3) (Acyl-coenzyme A thioesterase 4) (Acyl-CoA thioesterase 4) (PTE-2b) (Peroxisomal acyl coenzyme A thioester hydrolase Ib) (Peroxisomal long-chain acyl-CoA thioesterase Ib) (PTE-Ib)	Acot4 Pte1b Pte2b	Mus musculus (Mouse)	ACOT4_MOUSE
B2RRD7	Peregrin (Bromodomain and PHD finger-containing protein 1)	Brpf1	Mus musculus (Mouse)	BRPF1_MOUSE
P20029	Endoplasmic reticulum chaperone BiP (EC 3.6.4.10) (78 kDa glucose-regulated protein) (GRP-78) (Binding-immunoglobulin protein) (BiP) (Heat shock protein 70 family protein 5) (HSP70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein)	Hspa5 Grp78	Mus musculus (Mouse)	BIP_MOUSE
Q9R0X4	Acyl-coenzyme A thioesterase 9, mitochondrial (Acyl-CoA thioesterase 9) (EC 3.1.2.-) (Acyl coenzyme A thioester hydrolase 2) (MTE-2) (Acyl-CoA thioester hydrolase 9) (Mitochondrial 48 kDa acyl-CoA thioester hydrolase 1) (Mt-ACT48.1) (Protein U8) (p48)	Acot9 Acate2	Mus musculus (Mouse)	ACOT9_MOUSE
Q8BMQ3	Zinc finger protein basonuclin-2	Bnc2	Mus musculus (Mouse)	BNC2_MOUSE
Q8BKX1	Brain-specific angiogenesis inhibitor 1-associated protein 2 (BAI-associated protein 2) (BAI1-associated protein 2) (Insulin receptor substrate protein of 53 kDa) (IRSp53) (Insulin receptor substrate p53) (Insulin receptor tyrosine kinase 53 kDa substrate)	Baiap2	Mus musculus (Mouse)	BAIP2_MOUSE
Q9CQV8	14-3-3 protein beta/alpha (Protein kinase C inhibitor protein 1) (KCIP-1) [Cleaved into: 14-3-3 protein beta/alpha, N-terminally processed]	Ywhab	Mus musculus (Mouse)	1433B_MOUSE
Q61694	NADPH-dependent 3-keto-steroid reductase Hsd3b5 (3 beta-hydroxysteroid dehydrogenase type 5) (3 beta-hydroxysteroid dehydrogenase type V) (3 beta-HSD V) (EC 1.1.1.270) (Dihydrotestosterone 3-ketoreductase) (EC 1.1.1.210)	Hsd3b5	Mus musculus (Mouse)	3BHS5_MOUSE
Q9EQG5	Protein BEAN1 (Brain-expressed protein associating with Nedd4) (BEAN)	Bean1	Mus musculus (Mouse)	BEAN1_MOUSE
Q6PFX2	BEN domain-containing protein 6	Bend6	Mus musculus (Mouse)	BEND6_MOUSE
Q91X60	Neuronal acetylcholine receptor subunit alpha-2	Chrna2	Mus musculus (Mouse)	ACHA2_MOUSE
Q3THG9	Alanyl-tRNA editing protein Aarsd1 (Alanyl-tRNA deacylase alaX) (AlaX) (AlaXp-II) (Alanyl-tRNA synthetase domain-containing protein 1)	Aarsd1 Alax	Mus musculus (Mouse)	AASD1_MOUSE
P12023	Amyloid-beta precursor protein (ABPP) (APP) (Alzheimer disease amyloid A4 protein homolog) (Alzheimer disease amyloid protein) (Amyloid precursor protein) (Amyloid-beta (A4) precursor protein) (Amyloid-beta A4 protein) (Amyloidogenic glycoprotein) (AG) [Cleaved into: N-APP; Soluble APP-alpha (S-APP-alpha); Soluble APP-beta (S-APP-beta); C99 (APP-C99) (Beta-secretase C-terminal fragment) (Beta-CTF); Amyloid-beta protein 42 (Abeta42) (Beta-APP42); Amyloid-beta protein 40 (Abeta40) (Beta-APP40); C83 (Alpha-secretase C-terminal fragment) (Alpha-CTF); P3(42); P3(40); C80; Gamma-secretase C-terminal fragment 59 (APP-C59) (Amyloid intracellular domain 59) (AID(59)) (Gamma-CTF(59)); Gamma-secretase C-terminal fragment 57 (APP-C57) (Amyloid intracellular domain 57) (AID(57)) (Gamma-CTF(57)); Gamma-secretase C-terminal fragment 50 (Amyloid intracellular domain 50) (AID(50)) (Gamma-CTF(50)); C31]	App A4 AD1	Mus musculus (Mouse)	A4_MOUSE
Q2MKA5	Neuronal acetylcholine receptor subunit alpha-5	Chrna5	Mus musculus (Mouse)	ACHA5_MOUSE
Q9DCD0	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	Pgd	Mus musculus (Mouse)	6PGD_MOUSE
Q8R4G9	Neuronal acetylcholine receptor subunit alpha-3	Chrna3	Mus musculus (Mouse)	ACHA3_MOUSE
Q9CQ60	6-phosphogluconolactonase (6PGL) (EC 3.1.1.31)	Pgls	Mus musculus (Mouse)	6PGL_MOUSE
A2AKE7	Actin-like protein 10	Actl10	Mus musculus (Mouse)	ACL10_MOUSE
Q9JKX4	Protein AATF (Apoptosis-antagonizing transcription factor) (Rb-binding protein Che-1) (Traube protein)	Aatf Che1 Trb	Mus musculus (Mouse)	AATF_MOUSE
Q9WVM8	Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial (KAT/AadAT) (2-aminoadipate aminotransferase) (2-aminoadipate transaminase) (EC 2.6.1.39) (Alpha-aminoadipate aminotransferase) (AadAT) (Kynurenine aminotransferase II) (Kynurenine--oxoglutarate aminotransferase II) (Kynurenine--oxoglutarate transaminase 2) (EC 2.6.1.7) (Kynurenine--oxoglutarate transaminase II)	Aadat Kat2	Mus musculus (Mouse)	AADAT_MOUSE
Q6ZPS6	Ankyrin repeat and IBR domain-containing protein 1 (EC 2.3.2.31)	Ankib1 Kiaa1386	Mus musculus (Mouse)	AKIB1_MOUSE
Q920R0	Alsin (Amyotrophic lateral sclerosis 2 protein homolog)	Als2	Mus musculus (Mouse)	ALS2_MOUSE
Q6R0H6	Protein ALEX (Alternative gene product encoded by XL-exon)	Gnas Gnas1	Mus musculus (Mouse)	ALEX_MOUSE
P97467	Peptidyl-glycine alpha-amidating monooxygenase (PAM) [Includes: Peptidylglycine alpha-hydroxylating monooxygenase (PHM) (EC 1.14.17.3); Peptidyl-alpha-hydroxyglycine alpha-amidating lyase (EC 4.3.2.5) (Peptidylamidoglycolate lyase) (PAL)]	Pam	Mus musculus (Mouse)	AMD_MOUSE
Q7TS75	APC membrane recruitment protein 1 (Amer1) (Protein FAM123B)	Amer1 Fam123b	Mus musculus (Mouse)	AMER1_MOUSE
Q9CY02	Alpha-hemoglobin-stabilizing protein (Erythroid differentiation-related factor) (Erythroid-associated factor)	Ahsp Edrf Eraf	Mus musculus (Mouse)	AHSP_MOUSE
Q8CCJ4	APC membrane recruitment protein 2 (Amer2) (Protein FAM123A)	Amer2 Fam123a	Mus musculus (Mouse)	AMER2_MOUSE
Q924C5	Alpha-protein kinase 3 (EC 2.7.11.1) (Myocytic induction/differentiation originator) (Midori)	Alpk3 Kiaa1330	Mus musculus (Mouse)	ALPK3_MOUSE
Q9D9J3	Actin-related protein T1	Actrt1	Mus musculus (Mouse)	ACTT1_MOUSE
P24549	Aldehyde dehydrogenase 1A1 (EC 1.2.1.19) (EC 1.2.1.28) (EC 1.2.1.3) (EC 1.2.1.36) (3-deoxyglucosone dehydrogenase) (ALDH-E1) (ALHDII) (Aldehyde dehydrogenase family 1 member A1) (Aldehyde dehydrogenase, cytosolic) (Retinal dehydrogenase 1) (RALDH 1) (RalDH1)	Aldh1a1 Ahd-2 Ahd2 Aldh1	Mus musculus (Mouse)	AL1A1_MOUSE
Q8JZZ7	Adhesion G protein-coupled receptor L2 (Calcium-independent alpha-latrotoxin receptor 2) (CIRL-2) (Latrophilin-2)	Adgrl2 Kiaa0786 Lphn2	Mus musculus (Mouse)	AGRL2_MOUSE
P47740	Aldehyde dehydrogenase family 3 member A2 (EC 1.2.1.3) (EC 1.2.1.94) (Aldehyde dehydrogenase 3) (Fatty aldehyde dehydrogenase)	Aldh3a2 Ahd-3 Ahd3 Aldh3 Aldh4	Mus musculus (Mouse)	AL3A2_MOUSE
O08915	AH receptor-interacting protein (AIP) (Aryl-hydrocarbon receptor-interacting protein)	Aip	Mus musculus (Mouse)	AIP_MOUSE
P29755	Type-1B angiotensin II receptor (AT3) (Angiotensin II type-1B receptor) (AT1B)	Agtr1b	Mus musculus (Mouse)	AGTRB_MOUSE
Q8QZR5	Alanine aminotransferase 1 (ALT1) (EC 2.6.1.2) (Glutamate pyruvate transaminase 1) (GPT 1) (Glutamic--alanine transaminase 1) (Glutamic--pyruvic transaminase 1)	Gpt Gpt1	Mus musculus (Mouse)	ALAT1_MOUSE
P37172	Activin receptor type-1 (EC 2.7.11.30) (Activin receptor type I) (ACTR-I) (Serine/threonine-protein kinase receptor R1) (SKR1) (TGF-B superfamily receptor type I) (TSR-I) (TSK-7L)	Acvr1 Acvrlk2 Tgfb1	Mus musculus (Mouse)	ACVR1_MOUSE
Q9D8F1	Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4 (Alkylated DNA repair protein alkB homolog 4) (DNA N6-methyl adenine demethylase ALKBH4) (EC 1.14.11.51) (Lysine-specific demethylase ALKBH4) (EC 1.14.11.-)	Alkbh4	Mus musculus (Mouse)	ALKB4_MOUSE
O55074	A-kinase anchor protein 7 isoform alpha (AKAP-7 isoform alpha) (A-kinase anchor protein 18) (AKAP-18) (A-kinase anchor protein 9 kDa) (AKAP 9) (Protein kinase A-anchoring protein 7 isoform alpha) (PRKA7 isoform alpha)	Akap7 Akap18	Mus musculus (Mouse)	AKA7A_MOUSE
Q60718	Disintegrin and metalloproteinase domain-containing protein 2 (ADAM 2) (Fertilin subunit beta) (PH-30) (PH30) (PH30-beta)	Adam2 Ftnb	Mus musculus (Mouse)	ADAM2_MOUSE
O08715	A-kinase anchor protein 1, mitochondrial (Dual specificity A-kinase-anchoring protein 1) (D-AKAP-1) (Protein kinase A-anchoring protein 1) (PRKA1) (Spermatid A-kinase anchor protein) (S-AKAP)	Akap1 Akap	Mus musculus (Mouse)	AKAP1_MOUSE
Q148W0	Phospholipid-transporting ATPase IC (EC 7.6.2.1) (ATPase class I type 8B member 1) (P4-ATPase flippase complex alpha subunit ATP8B1)	Atp8b1	Mus musculus (Mouse)	AT8B1_MOUSE
Q9DAP7	Histone chaperone ASF1B (Anti-silencing function protein 1 homolog B) (mCIA-II)	Asf1b	Mus musculus (Mouse)	ASF1B_MOUSE
Q2TA57	Aspartate beta-hydroxylase domain-containing protein 1 (EC 1.14.11.-)	Asphd1	Mus musculus (Mouse)	ASPH1_MOUSE
Q8BSY0	Aspartyl/asparaginyl beta-hydroxylase (EC 1.14.11.16) (Aspartate beta-hydroxylase) (ASP beta-hydroxylase) (Peptide-aspartate beta-dioxygenase)	Asph Bah	Mus musculus (Mouse)	ASPH_MOUSE
Q922M7	Ashwin		Mus musculus (Mouse)	ASHWN_MOUSE
Q9R0Y1	Acid-sensing ion channel 5 (ASIC5) (Amiloride-sensitive cation channel 5) (Brain-liver-intestine amiloride-sensitive Na(+) channel) (BLINaC)	Asic5 Accn5 Blinac	Mus musculus (Mouse)	ASIC5_MOUSE
Q8CE97	Uncharacterized protein C15orf62 homolog, mitochondrial	Gm14137	Mus musculus (Mouse)	CO062_MOUSE
Q9CZU6	Citrate synthase, mitochondrial (EC 2.3.3.1) (Citrate (Si)-synthase)	Cs	Mus musculus (Mouse)	CISY_MOUSE
P61161	Actin-related protein 2 (Actin-like protein 2)	Actr2 Arp2	Mus musculus (Mouse)	ARP2_MOUSE
A2AU72	Armadillo repeat-containing protein 3	Armc3	Mus musculus (Mouse)	ARMC3_MOUSE
Q3U2J5	Calmodulin-lysine N-methyltransferase (CLNMT) (CaM KMT) (EC 2.1.1.60)	Camkmt Clnmt	Mus musculus (Mouse)	CMKMT_MOUSE
Q8BM89	Arylsulfatase J (ASJ) (EC 3.1.6.-)	Arsj	Mus musculus (Mouse)	ARSJ_MOUSE
P0C7M9	C-type lectin domain family 2 member L	Clec2l	Mus musculus (Mouse)	CLC2L_MOUSE
O88398	Advillin (Actin-binding protein DOC6) (p92)	Avil Advil	Mus musculus (Mouse)	AVIL_MOUSE
Q9Z2L7	Cytokine receptor-like factor 3 (Cytokine receptor-like molecule 9) (CREME-9) (Cytokine receptor-related factor 4)	Crlf3 Creme9 Cytor4	Mus musculus (Mouse)	CRLF3_MOUSE
Q9CQF3	Cleavage and polyadenylation specificity factor subunit 5 (Nucleoside diphosphate-linked moiety X motif 21) (Nudix motif 21) (Nudix hydrolase 21)	Nudt21 Cpsf5	Mus musculus (Mouse)	CPSF5_MOUSE
Q99LS0	Augurin (Esophageal cancer-related gene 4 protein homolog)	Ecrg4	Mus musculus (Mouse)	AUGN_MOUSE
Q03265	ATP synthase subunit alpha, mitochondrial (ATP synthase F1 subunit alpha)	Atp5f1a Atp5a1	Mus musculus (Mouse)	ATPA_MOUSE
Q9JLZ3	Methylglutaconyl-CoA hydratase, mitochondrial (EC 4.2.1.18) (AU-specific RNA-binding enoyl-CoA hydratase) (AU-binding enoyl-CoA hydratase) (muAUH) (Itaconyl-CoA hydratase) (EC 4.2.1.56)	Auh	Mus musculus (Mouse)	AUHM_MOUSE
Q8CI04	Conserved oligomeric Golgi complex subunit 3 (COG complex subunit 3) (Component of oligomeric Golgi complex 3)	Cog3	Mus musculus (Mouse)	COG3_MOUSE
Q9CRA7	ATP synthase subunit s, mitochondrial (ATP synthase-coupling factor B) (Distal membrane arm assembly complex 2-like protein) (Mitochondrial ATP synthase regulatory component factor B)	Dmac2l Atp5s Atpw	Mus musculus (Mouse)	ATP5S_MOUSE
Q6P9S1	ATM interactor (ATM/ATR-substrate CHK2-interacting zinc finger protein) (ASCIZ)	Atmin Kiaa0431	Mus musculus (Mouse)	ATMIN_MOUSE
Q3UZ57	Axonemal dynein light chain domain-containing protein 1	Axdnd1	Mus musculus (Mouse)	AXDN1_MOUSE
Q9DC53	Copine-8 (Copine VIII)	Cpne8	Mus musculus (Mouse)	CPNE8_MOUSE
Q9JJA2	Conserved oligomeric Golgi complex subunit 8 (COG complex subunit 8) (Component of oligomeric Golgi complex 8)	Cog8 MNCb-5704	Mus musculus (Mouse)	COG8_MOUSE
Q1RLL3	Copine-9 (Copine IX)	Cpne9	Mus musculus (Mouse)	CPNE9_MOUSE
Q8BGD5	Carnitine O-palmitoyltransferase 1, brain isoform (CPT1-B) (EC 2.3.1.21) (CPT IC) (Carnitine O-palmitoyltransferase I, brain isoform) (CPTI-B) (Carnitine palmitoyltransferase 1C)	Cpt1c	Mus musculus (Mouse)	CPT1C_MOUSE
Q8BLX7	Collagen alpha-1(XVI) chain	Col16a1	Mus musculus (Mouse)	COGA1_MOUSE
O88456	Calpain small subunit 1 (CSS1) (Calcium-activated neutral proteinase small subunit) (CANP small subunit) (Calcium-dependent protease small subunit) (CDPS) (Calcium-dependent protease small subunit 1) (Calpain regulatory subunit)	Capns1 Capn4	Mus musculus (Mouse)	CPNS1_MOUSE
P63154	Crooked neck-like protein 1 (Crooked neck homolog)	Crnkl1	Mus musculus (Mouse)	CRNL1_MOUSE
P27786	Steroid 17-alpha-hydroxylase/17,20 lyase (EC 1.14.14.19) (17-alpha-hydroxyprogesterone aldolase) (EC 1.14.14.32) (CYPXVII) (Cytochrome P450 17A1) (Cytochrome P450-C17) (Cytochrome P450c17) (Steroid 17-alpha-monooxygenase)	Cyp17a1 Cyp17	Mus musculus (Mouse)	CP17A_MOUSE
P52825	Carnitine O-palmitoyltransferase 2, mitochondrial (EC 2.3.1.21) (Carnitine palmitoyltransferase II) (CPT II)	Cpt2 Cpt-2	Mus musculus (Mouse)	CPT2_MOUSE
Q9D7J7	Calpain small subunit 2 (CSS2) (Calcium-dependent protease small subunit 2)	Capns2	Mus musculus (Mouse)	CPNS2_MOUSE
Q07563	Collagen alpha-1(XVII) chain (180 kDa bullous pemphigoid antigen 2) (Bullous pemphigoid antigen 2) [Cleaved into: 120 kDa linear IgA disease antigen homolog]	Col17a1 Bp180 Bpag2	Mus musculus (Mouse)	COHA1_MOUSE
Q6ZPS2	Carnosine synthase 1 (EC 6.3.2.11) (ATP-grasp domain-containing protein 1)	Carns1 Atpgd1 Kiaa1394	Mus musculus (Mouse)	CRNS1_MOUSE
Q8BS40	Ceramide-1-phosphate transfer protein (CPTP) (Glycolipid transfer protein domain-containing protein 1)	Cptp Gltpd1	Mus musculus (Mouse)	CPTP_MOUSE
P24622	Alpha-crystallin A chain	Cryaa Crya1	Mus musculus (Mouse)	CRYAA_MOUSE
Q8CJ40	Rootletin (Ciliary rootlet coiled-coil protein)	Crocc Kiaa0445	Mus musculus (Mouse)	CROCC_MOUSE
Q9D3S9	Probable serine carboxypeptidase CPVL (EC 3.4.16.-)	Cpvl	Mus musculus (Mouse)	CPVL_MOUSE
O55029	Coatomer subunit beta' (Beta'-coat protein) (Beta'-COP) (p102)	Copb2	Mus musculus (Mouse)	COPB2_MOUSE
Q8BFS6	Serine/threonine-protein phosphatase CPPED1 (EC 3.1.3.16) (Calcineurin-like phosphoesterase domain-containing protein 1)	Cpped1 Cstp1	Mus musculus (Mouse)	CPPED_MOUSE
P28649	Aromatase (EC 1.14.14.14) (CYPXIX) (Cytochrome P-450AROM) (Cytochrome P450 19A1) (Estrogen synthase)	Cyp19a1 Arom Cyp19	Mus musculus (Mouse)	CP19A_MOUSE
Q3V0P1	CPX chromosomal region candidate gene 1 protein homolog	Cpxcr1 Gm1143	Mus musculus (Mouse)	CPXCR_MOUSE
Q9JIF7	Coatomer subunit beta (Beta-coat protein) (Beta-COP)	Copb1 Copb	Mus musculus (Mouse)	COPB_MOUSE
Q8C0P5	Coronin-2A	Coro2a	Mus musculus (Mouse)	COR2A_MOUSE
Q923L3	CUB and sushi domain-containing protein 1 (CUB and sushi multiple domains protein 1)	Csmd1	Mus musculus (Mouse)	CSMD1_MOUSE
Q8BH44	Coronin-2B	Coro2b	Mus musculus (Mouse)	COR2B_MOUSE
Q9Z100	Probable carboxypeptidase X1 (EC 3.4.17.-) (Metallocarboxypeptidase CPX-1)	Cpxm1 Cpx1 Cpxm	Mus musculus (Mouse)	CPXM1_MOUSE
Q9D2L5	Inactive carboxypeptidase-like protein X2	Cpxm2 Cpx2	Mus musculus (Mouse)	CPXM2_MOUSE
Q5QNQ9	Collagen alpha-1(XXVII) chain	Col27a1 Kiaa1870	Mus musculus (Mouse)	CORA1_MOUSE
Q80T79	CUB and sushi domain-containing protein 3 (CUB and sushi multiple domains protein 3)	Csmd3 Kiaa1894	Mus musculus (Mouse)	CSMD3_MOUSE
P23927	Alpha-crystallin B chain (Alpha(B)-crystallin) (P23)	Cryab Crya2	Mus musculus (Mouse)	CRYAB_MOUSE
Q6RUT7	Protein CCSMST1	Ccsmst1	Mus musculus (Mouse)	CSMT1_MOUSE
P14847	C-reactive protein	Crp Ptx1	Mus musculus (Mouse)	CRP_MOUSE
P00184	Cytochrome P450 1A1 (EC 1.14.14.1) (CYPIA1) (Cytochrome P450 form 6) (Cytochrome P450-C) (Cytochrome P450-P1) (Hydroperoxy icosatetraenoate dehydratase) (EC 4.2.1.152)	Cyp1a1 Cyp1a-1	Mus musculus (Mouse)	CP1A1_MOUSE
Q5XJY5	Coatomer subunit delta (Archain) (Delta-coat protein) (Delta-COP)	Arcn1 Copd	Mus musculus (Mouse)	COPD_MOUSE
Q99LD4	COP9 signalosome complex subunit 1 (SGN1) (Signalosome subunit 1) (G protein pathway suppressor 1) (GPS-1) (JAB1-containing signalosome subunit 1)	Gps1 Cops1 Csn1	Mus musculus (Mouse)	CSN1_MOUSE
P00186	Cytochrome P450 1A2 (EC 1.14.14.1) (CYPIA2) (Cholesterol 25-hydroxylase) (Cytochrome P450-P2) (Cytochrome P450-P3) (Hydroperoxy icosatetraenoate dehydratase) (EC 4.2.1.152)	Cyp1a2 Cyp1a-2	Mus musculus (Mouse)	CP1A2_MOUSE
Q9QZE5	Coatomer subunit gamma-1 (Gamma-1-coat protein) (Gamma-1-COP)	Copg1 Copg	Mus musculus (Mouse)	COPG1_MOUSE
O35486	Gamma-crystallin S (Beta-crystallin S) (Gamma-S-crystallin)	Crygs	Mus musculus (Mouse)	CRYGS_MOUSE
Q9QXK3	Coatomer subunit gamma-2 (Gamma-2-coat protein) (Gamma-2-COP)	Copg2	Mus musculus (Mouse)	COPG2_MOUSE
Q99KP3	Lambda-crystallin homolog (EC 1.1.1.45) (L-gulonate 3-dehydrogenase) (Gul3DH)	Cryl1 Cry	Mus musculus (Mouse)	CRYL1_MOUSE
P48772	Cytochrome c oxidase subunit 8B, mitochondrial (Cytochrome c oxidase polypeptide VIII-heart) (Cytochrome c oxidase subunit 8-1) (Cytochrome c oxidase subunit 8H)	Cox8b Cox8h	Mus musculus (Mouse)	COX8B_MOUSE
Q9Z319	Atrial natriuretic peptide-converting enzyme (EC 3.4.21.-) (Corin) (Low density lipoprotein receptor-related protein 4) (Pro-ANP-converting enzyme) [Cleaved into: Atrial natriuretic peptide-converting enzyme, N-terminal propeptide; Atrial natriuretic peptide-converting enzyme, activated protease fragment; Atrial natriuretic peptide-converting enzyme, 180 kDa soluble fragment]	Corin Crn Lrp4	Mus musculus (Mouse)	CORIN_MOUSE
Q64429	Cytochrome P450 1B1 (EC 1.14.14.1) (CYPIB1) (Cytochrome P450CMEF) (Cytochrome P450EF) (Hydroperoxy icosatetraenoate dehydratase) (EC 4.2.1.152)	Cyp1b1 Cyp1-b1	Mus musculus (Mouse)	CP1B1_MOUSE
P61202	COP9 signalosome complex subunit 2 (SGN2) (Signalosome subunit 2) (Alien homolog) (JAB1-containing signalosome subunit 2) (Thyroid receptor-interacting protein 15) (TR-interacting protein 15) (TRIP-15)	Cops2 Csn2 Trip15	Mus musculus (Mouse)	CSN2_MOUSE
A6H666	Cytochrome c oxidase subunit 8C, mitochondrial (Cytochrome c oxidase polypeptide 8 isoform 3) (Cytochrome c oxidase polypeptide VIII isoform 3) (COX VIII-3) (Cytochrome c oxidase subunit 8-3)	Cox8c	Mus musculus (Mouse)	COX8C_MOUSE
Q920M5	Coronin-6 (Coronin-like protein E) (Clipin-E)	Coro6	Mus musculus (Mouse)	CORO6_MOUSE
Q8BKE6	Cytochrome P450 20A1 (EC 1.14.-.-)	Cyp20a1	Mus musculus (Mouse)	CP20A_MOUSE
O54983	Ketimine reductase mu-crystallin (EC 1.5.1.25) (NADP-regulated thyroid-hormone-binding protein)	Crym	Mus musculus (Mouse)	CRYM_MOUSE
Q9D2V7	Coronin-7 (Crn7) (70 kDa WD repeat tumor rejection antigen homolog)	Coro7	Mus musculus (Mouse)	CORO7_MOUSE
Q9CYD3	Cartilage-associated protein	Crtap Casp	Mus musculus (Mouse)	CRTAP_MOUSE
O88445	Aurora kinase C (EC 2.7.11.1) (Aurora 3) (Aurora/IPL1-related kinase 3) (ARK-3) (Aurora-related kinase 3) (Aurora/IPL1/Eg2 protein 1) (Serine/threonine-protein kinase 13) (Serine/threonine-protein kinase aurora-C)	Aurkc Aie1 Aik3 Airk3 Ark3 Stk13	Mus musculus (Mouse)	AURKC_MOUSE
Q6EBV9	Autophagy-related protein 9B (APG9-like 2) (Nitric oxide synthase 3-overlapping antisense gene protein)	Atg9b Apg9l2 Nos3as	Mus musculus (Mouse)	ATG9B_MOUSE
